,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
24445,106693,Male,Loyal Customer,52,Business travel,Business,516,5,5,5,5,4,4,4,4,4,4,4,5,4,3,20,18,1
24446,105145,Male,Loyal Customer,48,Business travel,Business,3360,2,5,3,5,4,3,3,2,2,2,2,4,2,3,31,11,0
24447,25348,Male,disloyal Customer,18,Business travel,Eco,691,1,1,1,1,1,3,3,4,1,3,4,3,5,3,315,297,0
24448,7735,Male,disloyal Customer,24,Business travel,Business,489,0,0,0,2,3,0,3,3,4,4,5,3,4,3,0,0,1
24449,77987,Male,disloyal Customer,41,Business travel,Eco,332,4,2,4,3,4,4,4,4,3,1,4,3,3,4,43,22,0
24450,123847,Female,Loyal Customer,42,Business travel,Business,541,1,1,1,1,5,5,4,4,4,5,4,3,4,3,0,0,1
24451,67717,Male,Loyal Customer,56,Business travel,Business,1235,4,4,4,4,4,4,4,4,4,4,4,3,4,3,10,15,1
24452,106834,Male,Loyal Customer,60,Business travel,Business,1733,4,4,4,4,4,4,4,3,5,3,4,4,5,4,381,436,1
24453,128746,Female,disloyal Customer,46,Business travel,Eco,2402,2,3,3,3,2,5,5,3,4,4,3,5,3,5,0,6,0
24454,22433,Male,Loyal Customer,44,Personal Travel,Eco,238,4,4,4,1,3,4,3,3,3,4,5,3,4,3,13,7,0
24455,119308,Female,Loyal Customer,49,Business travel,Business,2233,4,1,1,1,2,4,3,1,1,1,4,2,1,2,13,0,0
24456,87541,Female,Loyal Customer,31,Business travel,Business,1980,4,3,3,3,4,4,4,1,5,4,3,4,1,4,324,307,0
24457,13544,Male,Loyal Customer,59,Business travel,Business,3808,1,5,5,5,2,1,2,1,1,1,1,2,1,2,0,0,0
24458,59991,Male,Loyal Customer,26,Personal Travel,Eco,1023,3,1,3,3,2,3,2,2,2,4,4,3,4,2,18,7,0
24459,15086,Male,Loyal Customer,60,Business travel,Business,2644,3,3,3,3,2,4,3,3,3,3,3,2,3,3,22,27,0
24460,111013,Male,disloyal Customer,22,Business travel,Eco,240,2,0,2,3,5,2,5,5,3,3,5,3,5,5,20,20,0
24461,46662,Female,disloyal Customer,25,Business travel,Eco,125,2,0,2,4,2,2,2,2,2,4,2,5,3,2,0,0,0
24462,127464,Male,Loyal Customer,42,Business travel,Eco,2075,2,2,2,2,2,2,2,2,1,2,4,2,4,2,0,0,0
24463,72512,Female,disloyal Customer,24,Business travel,Eco,1017,4,4,4,2,3,4,3,3,5,4,5,3,5,3,8,0,0
24464,84771,Male,Loyal Customer,25,Business travel,Business,1506,2,2,2,2,4,4,4,4,5,5,5,5,4,4,23,12,1
24465,21875,Female,Loyal Customer,32,Business travel,Business,3678,5,5,5,5,4,4,4,4,2,4,3,1,1,4,0,0,1
24466,69509,Male,Loyal Customer,20,Personal Travel,Eco,1746,3,0,4,3,4,4,4,4,4,2,4,2,3,4,1,0,0
24467,28133,Male,Loyal Customer,53,Business travel,Business,3886,3,1,1,1,4,3,4,3,3,3,3,2,3,2,0,0,0
24468,24843,Female,Loyal Customer,24,Personal Travel,Eco,894,3,5,2,1,5,2,5,5,4,2,5,3,5,5,68,75,0
24469,88462,Male,Loyal Customer,37,Business travel,Business,240,1,1,1,1,1,4,5,4,4,4,4,2,4,4,0,0,1
24470,87234,Male,Loyal Customer,45,Personal Travel,Eco Plus,946,1,5,1,2,5,1,4,5,2,5,1,1,2,5,0,0,0
24471,46511,Female,Loyal Customer,44,Business travel,Eco,125,5,1,1,1,3,3,2,5,5,5,5,2,5,2,0,0,1
24472,74918,Female,Loyal Customer,32,Business travel,Business,2475,1,1,1,1,5,5,5,5,4,2,5,3,4,5,0,0,1
24473,86744,Male,Loyal Customer,29,Business travel,Business,821,5,5,3,5,4,4,4,4,3,4,4,3,5,4,62,63,1
24474,97607,Female,disloyal Customer,30,Business travel,Eco,442,2,0,1,1,4,1,2,4,1,3,3,3,2,4,2,1,0
24475,10525,Female,disloyal Customer,26,Business travel,Business,316,3,0,3,1,1,3,1,1,5,2,5,3,5,1,0,0,0
24476,110128,Female,Loyal Customer,59,Business travel,Business,3225,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,1,1
24477,90211,Female,Loyal Customer,23,Personal Travel,Eco,1127,2,4,2,2,3,2,1,3,3,5,5,5,5,3,0,0,0
24478,104655,Male,Loyal Customer,58,Business travel,Business,2608,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,4,1
24479,115463,Male,Loyal Customer,33,Business travel,Business,308,2,2,2,2,4,4,4,4,3,4,5,5,5,4,0,27,1
24480,90355,Male,Loyal Customer,59,Business travel,Business,2853,2,1,1,1,2,2,2,2,2,1,2,2,2,4,0,19,0
24481,47621,Female,Loyal Customer,49,Business travel,Business,1504,1,1,5,1,4,1,5,4,4,5,4,2,4,2,85,66,1
24482,122986,Female,Loyal Customer,53,Business travel,Business,600,5,5,5,5,5,5,4,5,5,5,5,4,5,4,18,37,1
24483,45455,Male,Loyal Customer,30,Business travel,Business,522,5,5,5,5,4,5,4,4,2,3,1,3,5,4,0,0,1
24484,56934,Female,disloyal Customer,15,Business travel,Eco,998,3,3,3,2,3,5,5,2,2,2,3,5,3,5,51,31,0
24485,124746,Male,Loyal Customer,66,Business travel,Business,280,4,4,4,4,5,4,5,4,4,4,4,5,4,4,60,50,1
24486,17592,Female,Loyal Customer,45,Personal Travel,Eco Plus,1034,1,5,0,5,2,5,4,5,5,0,5,3,5,4,1,0,0
24487,111090,Female,Loyal Customer,66,Personal Travel,Eco,319,1,2,1,3,4,2,2,2,2,1,4,1,2,3,0,0,0
24488,66087,Female,disloyal Customer,26,Business travel,Business,1055,5,5,5,2,2,5,2,2,3,2,4,5,5,2,0,0,1
24489,3900,Male,Loyal Customer,30,Personal Travel,Eco,290,4,4,2,1,4,2,4,4,3,4,5,3,4,4,0,0,1
24490,115421,Female,Loyal Customer,49,Business travel,Business,3721,1,1,1,1,4,5,4,4,4,4,4,3,4,5,44,36,1
24491,129697,Female,disloyal Customer,26,Business travel,Business,337,0,5,0,4,5,0,5,5,5,5,5,5,5,5,16,14,1
24492,86046,Female,Loyal Customer,43,Personal Travel,Eco,447,4,5,4,3,5,4,4,2,2,4,2,4,2,5,0,0,0
24493,4506,Female,Loyal Customer,42,Personal Travel,Eco,435,3,5,3,1,2,4,5,4,4,3,4,4,4,5,0,0,0
24494,9640,Female,Loyal Customer,20,Personal Travel,Business,212,3,1,3,4,4,3,4,4,4,5,5,5,4,4,1,0,0
24495,56670,Male,Loyal Customer,14,Personal Travel,Eco,937,2,5,2,1,4,2,4,4,3,2,4,1,2,4,0,0,0
24496,24360,Male,Loyal Customer,16,Business travel,Eco Plus,634,0,3,0,4,2,0,1,2,4,2,1,5,5,2,0,0,1
24497,14801,Female,disloyal Customer,22,Business travel,Eco,133,4,0,5,4,3,5,3,3,1,2,4,3,1,3,0,0,1
24498,5269,Male,Loyal Customer,41,Personal Travel,Eco,351,5,5,5,3,3,5,2,3,3,3,5,3,5,3,0,0,1
24499,124164,Female,Loyal Customer,43,Business travel,Business,2133,5,2,5,5,3,4,5,3,3,3,3,5,3,4,0,0,1
24500,99346,Male,Loyal Customer,40,Business travel,Eco,1771,4,3,3,3,4,4,4,4,3,4,4,2,3,4,0,17,0
24501,89619,Female,disloyal Customer,27,Business travel,Business,1005,4,4,4,1,4,4,5,4,5,4,5,4,5,4,0,0,1
24502,125102,Male,Loyal Customer,54,Business travel,Eco,361,2,4,4,4,2,2,2,2,3,5,3,1,3,2,0,6,0
24503,26241,Male,Loyal Customer,70,Personal Travel,Eco,581,3,5,3,4,2,3,2,2,3,4,4,4,5,2,7,0,0
24504,56632,Female,Loyal Customer,29,Business travel,Business,3294,4,1,1,1,4,4,4,4,1,4,4,4,3,4,7,7,0
24505,128737,Male,Loyal Customer,46,Business travel,Business,2521,4,2,2,2,4,4,4,4,1,3,2,4,1,4,20,22,0
24506,37091,Female,Loyal Customer,31,Business travel,Business,1851,5,5,5,5,4,4,4,4,2,3,4,4,4,4,21,15,1
24507,89659,Male,disloyal Customer,43,Business travel,Business,1035,4,4,4,2,1,4,1,1,3,2,4,4,4,1,59,51,0
24508,89156,Female,Loyal Customer,43,Personal Travel,Eco,2139,4,4,4,3,3,5,5,3,3,4,3,4,3,3,0,11,1
24509,74528,Male,disloyal Customer,20,Business travel,Eco,1235,2,2,2,3,5,2,1,5,3,5,4,4,5,5,1,0,0
24510,69783,Male,Loyal Customer,39,Business travel,Business,3993,4,4,4,4,2,5,5,5,5,5,5,4,5,3,0,0,1
24511,476,Female,Loyal Customer,62,Business travel,Business,3490,3,3,3,3,2,4,5,4,4,4,5,5,4,3,22,19,1
24512,77628,Male,Loyal Customer,40,Business travel,Business,689,4,4,4,4,4,4,4,4,3,5,5,4,4,4,179,181,1
24513,9859,Female,Loyal Customer,7,Personal Travel,Eco,642,1,3,1,4,5,1,5,5,2,5,4,1,4,5,0,0,0
24514,101161,Female,disloyal Customer,24,Business travel,Eco,775,1,2,2,4,3,2,3,3,3,2,4,3,5,3,0,0,0
24515,108794,Female,disloyal Customer,50,Business travel,Eco,181,2,4,2,5,1,2,1,1,1,4,4,1,1,1,0,0,0
24516,30948,Male,Loyal Customer,50,Business travel,Eco,1024,4,1,3,1,4,4,4,4,4,5,4,2,5,4,2,29,1
24517,46933,Male,disloyal Customer,24,Business travel,Eco,819,4,4,4,4,1,4,1,1,4,5,2,3,5,1,19,10,1
24518,78205,Female,Loyal Customer,69,Personal Travel,Eco,317,3,2,3,3,2,4,3,4,4,3,5,4,4,1,0,2,0
24519,17907,Female,disloyal Customer,26,Business travel,Eco,900,2,2,2,4,4,2,4,4,5,4,5,5,3,4,92,72,0
24520,1892,Male,Loyal Customer,45,Business travel,Business,3923,2,3,3,3,4,3,4,2,2,2,2,4,2,3,59,55,0
24521,81847,Female,Loyal Customer,8,Personal Travel,Eco,1501,2,4,2,3,2,2,2,2,4,2,4,3,3,2,0,0,0
24522,18068,Male,Loyal Customer,51,Personal Travel,Eco,488,3,2,3,3,5,3,5,5,1,1,4,3,4,5,0,0,0
24523,123832,Male,disloyal Customer,25,Business travel,Business,544,3,0,3,2,1,3,1,1,3,5,5,5,4,1,0,0,0
24524,104750,Female,Loyal Customer,41,Business travel,Eco,846,4,3,3,3,4,4,4,4,4,5,5,2,5,4,0,0,1
24525,59463,Male,Loyal Customer,23,Business travel,Business,2858,5,5,5,5,4,4,4,4,5,4,5,3,5,4,7,0,1
24526,30773,Male,Loyal Customer,55,Personal Travel,Business,834,3,4,3,1,3,4,4,1,1,3,1,3,1,4,43,39,0
24527,107336,Female,Loyal Customer,57,Business travel,Business,2023,2,2,2,2,2,5,5,5,5,5,5,4,5,5,5,0,1
24528,18944,Female,Loyal Customer,42,Personal Travel,Eco,448,2,5,3,3,2,5,4,4,4,3,4,5,4,3,16,14,0
24529,71095,Male,Loyal Customer,58,Personal Travel,Eco Plus,802,2,5,2,4,5,2,5,5,4,4,4,3,4,5,0,0,0
24530,57431,Male,Loyal Customer,40,Business travel,Business,3347,3,3,3,3,4,4,4,4,4,5,4,3,4,4,0,0,1
24531,107995,Male,Loyal Customer,63,Business travel,Business,271,0,0,0,1,3,2,4,3,3,3,3,2,3,3,20,0,1
24532,68362,Female,disloyal Customer,18,Business travel,Eco,1231,2,2,2,3,2,2,2,2,5,4,3,3,5,2,0,0,0
24533,13295,Female,Loyal Customer,16,Business travel,Eco Plus,771,2,2,2,2,2,2,4,2,1,4,4,2,4,2,0,0,0
24534,69052,Female,disloyal Customer,8,Business travel,Eco,1389,3,3,3,4,5,3,5,5,1,5,3,1,3,5,0,0,0
24535,429,Female,Loyal Customer,52,Personal Travel,Business,309,2,5,2,5,2,5,4,2,2,2,2,3,2,4,6,16,0
24536,77567,Male,disloyal Customer,29,Business travel,Business,731,5,5,5,3,4,5,4,4,3,4,4,4,5,4,27,21,1
24537,32282,Female,Loyal Customer,34,Business travel,Business,102,5,5,5,5,2,3,5,5,5,5,3,2,5,5,0,4,1
24538,117209,Male,Loyal Customer,65,Personal Travel,Eco,651,3,2,3,3,2,3,2,2,3,5,4,1,4,2,0,0,0
24539,75087,Female,Loyal Customer,43,Personal Travel,Eco,1814,3,4,3,1,4,4,4,3,3,3,3,3,3,3,10,6,0
24540,49609,Female,Loyal Customer,59,Business travel,Business,304,1,1,1,1,1,2,4,4,4,4,4,1,4,5,0,0,1
24541,35189,Female,Loyal Customer,42,Business travel,Eco,828,4,1,1,1,2,2,2,4,4,4,4,2,4,5,0,21,1
24542,48977,Male,Loyal Customer,63,Business travel,Business,2780,5,5,5,5,3,3,4,5,5,5,5,3,5,3,100,90,1
24543,5016,Male,Loyal Customer,58,Personal Travel,Eco Plus,502,1,5,2,2,2,2,2,2,3,5,4,5,4,2,0,0,0
24544,64282,Female,Loyal Customer,56,Business travel,Business,2414,3,3,3,3,2,5,4,5,5,5,5,4,5,5,25,11,1
24545,108215,Male,Loyal Customer,53,Business travel,Eco,777,2,5,5,5,2,2,2,2,2,1,3,4,4,2,0,0,0
24546,42185,Female,disloyal Customer,28,Business travel,Eco,834,5,5,5,3,4,5,3,4,1,3,3,4,5,4,0,10,1
24547,7154,Female,Loyal Customer,27,Business travel,Business,1970,0,5,0,4,1,1,1,1,4,4,4,4,4,1,0,4,1
24548,53752,Female,Loyal Customer,22,Business travel,Eco,1195,5,4,4,4,5,5,4,5,1,2,1,4,5,5,47,43,1
24549,129242,Male,disloyal Customer,39,Business travel,Eco,1064,3,3,3,1,1,3,1,1,2,5,5,4,4,1,0,0,0
24550,64522,Male,disloyal Customer,43,Business travel,Business,551,1,1,1,3,4,1,4,4,4,2,4,4,4,4,0,0,0
24551,42082,Male,Loyal Customer,29,Personal Travel,Eco Plus,106,2,4,0,3,5,0,5,5,5,2,4,4,5,5,0,0,0
24552,23728,Male,Loyal Customer,28,Personal Travel,Eco Plus,73,4,3,4,4,3,4,3,3,3,5,4,2,4,3,42,37,0
24553,77854,Female,Loyal Customer,33,Personal Travel,Eco Plus,689,2,4,2,3,5,2,4,5,3,3,4,4,5,5,0,0,0
24554,129412,Female,disloyal Customer,37,Business travel,Eco,414,2,2,3,4,3,3,3,4,1,4,4,3,2,3,143,131,0
24555,125985,Male,Loyal Customer,58,Personal Travel,Business,650,3,3,3,4,3,3,4,2,2,3,2,1,2,2,9,13,0
24556,80847,Male,disloyal Customer,13,Business travel,Eco,484,1,2,1,4,1,1,1,1,3,1,3,2,4,1,8,3,0
24557,9703,Female,Loyal Customer,51,Personal Travel,Eco,277,1,5,1,5,4,2,2,1,1,1,1,1,1,5,0,0,0
24558,39089,Female,disloyal Customer,49,Business travel,Eco,984,1,1,1,1,1,1,1,1,2,2,1,3,5,1,0,0,0
24559,46638,Male,Loyal Customer,37,Business travel,Eco,125,5,1,1,1,5,5,5,5,1,2,1,4,5,5,3,0,1
24560,119922,Female,Loyal Customer,58,Business travel,Business,1507,2,2,2,2,4,5,4,5,5,5,5,3,5,4,3,6,1
24561,6788,Male,Loyal Customer,64,Business travel,Eco,223,4,3,3,3,4,4,4,4,3,2,4,3,3,4,0,0,0
24562,54685,Female,Loyal Customer,10,Business travel,Eco,964,4,1,1,1,4,4,3,4,1,2,4,4,5,4,2,0,1
24563,118619,Male,disloyal Customer,9,Business travel,Eco,651,3,4,3,3,1,3,1,1,1,1,3,1,3,1,0,0,0
24564,69955,Female,Loyal Customer,52,Personal Travel,Eco,2174,4,1,4,3,2,4,3,2,2,4,2,3,2,1,1,16,0
24565,96782,Female,disloyal Customer,47,Business travel,Business,781,1,1,1,3,1,1,1,1,3,5,5,5,4,1,44,32,0
24566,17655,Male,disloyal Customer,43,Business travel,Eco,1008,1,1,1,4,3,1,4,3,1,1,4,3,5,3,0,13,0
24567,83145,Male,Loyal Customer,33,Personal Travel,Eco,1084,2,5,2,4,4,2,1,4,4,2,4,4,4,4,0,0,0
24568,18514,Female,Loyal Customer,42,Business travel,Business,1907,0,5,0,3,1,1,1,5,2,1,2,1,2,1,186,179,1
24569,82622,Female,Loyal Customer,42,Personal Travel,Eco,528,3,4,3,4,3,4,5,4,4,3,4,3,4,4,0,0,0
24570,15950,Male,Loyal Customer,60,Personal Travel,Eco,607,2,5,2,3,4,2,4,4,4,4,4,3,4,4,0,40,0
24571,55706,Male,Loyal Customer,48,Personal Travel,Eco,895,2,1,2,2,4,2,4,4,2,5,3,4,3,4,0,37,0
24572,29623,Female,disloyal Customer,40,Business travel,Business,1448,3,2,2,4,1,2,1,1,4,5,3,4,3,1,0,0,0
24573,36889,Female,Loyal Customer,21,Personal Travel,Eco,1182,3,4,3,3,5,3,5,5,4,5,3,4,4,5,0,0,0
24574,91163,Male,Loyal Customer,9,Personal Travel,Eco,594,1,5,1,1,5,1,5,5,3,3,4,4,4,5,0,0,0
24575,129180,Female,Loyal Customer,25,Business travel,Eco Plus,954,1,4,4,4,1,1,1,1,3,5,3,1,3,1,0,0,0
24576,44727,Female,Loyal Customer,54,Personal Travel,Eco,173,2,4,0,3,5,4,4,1,1,0,4,3,1,3,52,58,0
24577,5873,Male,Loyal Customer,47,Business travel,Business,212,3,3,3,3,5,5,5,5,5,5,4,5,5,3,0,0,1
24578,117334,Male,Loyal Customer,54,Business travel,Business,393,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0,1
24579,39701,Female,Loyal Customer,35,Business travel,Business,298,0,0,0,3,2,3,3,1,1,1,1,3,1,1,0,0,1
24580,55133,Male,Loyal Customer,27,Personal Travel,Eco,1379,1,5,1,4,3,1,3,3,3,4,3,4,5,3,0,0,0
24581,70583,Male,Loyal Customer,68,Personal Travel,Eco,1258,2,3,2,2,2,2,2,2,3,5,1,4,2,2,0,0,0
24582,23687,Female,Loyal Customer,48,Business travel,Business,1836,5,5,5,5,2,3,5,4,4,4,5,4,4,5,7,12,1
24583,119840,Male,disloyal Customer,45,Business travel,Eco,912,3,3,3,4,5,3,5,5,3,1,4,4,3,5,0,0,0
24584,9230,Male,Loyal Customer,51,Business travel,Business,3848,1,2,2,2,1,2,2,3,3,3,1,1,3,4,0,26,0
24585,56500,Female,Loyal Customer,60,Business travel,Business,1664,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,0,1
24586,36153,Female,Loyal Customer,40,Business travel,Eco Plus,818,5,2,2,2,5,5,5,5,4,3,2,5,2,5,0,23,1
24587,45657,Male,Loyal Customer,39,Personal Travel,Eco,260,2,3,2,4,5,2,5,5,4,1,4,3,3,5,0,0,0
24588,58589,Male,disloyal Customer,24,Business travel,Eco,334,4,0,4,2,4,4,4,4,5,2,5,4,5,4,4,0,1
24589,59506,Male,disloyal Customer,36,Business travel,Business,787,3,3,3,4,1,3,1,1,4,4,4,1,4,1,0,0,0
24590,119115,Male,Loyal Customer,14,Personal Travel,Eco,1107,4,3,3,4,4,3,4,4,4,4,3,3,2,4,0,0,0
24591,89344,Male,disloyal Customer,43,Business travel,Business,1587,2,2,2,4,5,2,5,5,4,2,5,5,4,5,1,0,0
24592,9284,Male,disloyal Customer,26,Business travel,Eco,757,4,3,3,3,4,3,4,4,3,4,4,2,3,4,0,23,0
24593,47464,Female,Loyal Customer,30,Personal Travel,Eco,590,1,4,2,3,2,2,3,2,5,3,4,4,4,2,17,28,0
24594,35237,Male,Loyal Customer,35,Business travel,Business,1808,5,5,3,5,2,5,2,5,5,5,5,1,5,3,12,9,1
24595,63152,Male,Loyal Customer,46,Business travel,Business,3046,0,0,0,5,5,4,4,5,5,5,5,4,5,5,0,0,1
24596,31811,Female,Loyal Customer,44,Personal Travel,Eco,2603,4,2,4,4,4,1,1,2,5,2,3,1,4,1,0,34,0
24597,96311,Female,disloyal Customer,66,Business travel,Eco Plus,460,2,2,2,3,2,2,2,2,3,5,3,1,3,2,0,0,0
24598,51401,Female,Loyal Customer,45,Personal Travel,Eco Plus,109,3,5,3,2,3,4,5,3,3,5,5,5,4,5,175,165,0
24599,103977,Female,Loyal Customer,36,Business travel,Business,1592,4,4,4,4,3,5,5,5,5,5,5,3,5,4,0,0,1
24600,76113,Female,disloyal Customer,23,Business travel,Eco,689,3,4,4,3,4,4,4,4,3,3,4,3,3,4,0,29,0
24601,17882,Female,Loyal Customer,21,Personal Travel,Eco,399,2,5,2,3,4,2,4,4,5,4,5,5,4,4,1,5,0
24602,27698,Male,Loyal Customer,47,Personal Travel,Eco,1107,2,1,2,1,3,2,3,3,1,5,2,3,2,3,0,0,0
24603,82223,Female,Loyal Customer,46,Business travel,Business,405,2,1,1,1,2,4,3,2,2,2,2,1,2,4,60,64,0
24604,44302,Female,Loyal Customer,46,Business travel,Business,1428,4,1,1,1,1,3,3,4,4,4,4,3,4,1,87,80,0
24605,21476,Female,disloyal Customer,25,Business travel,Eco,399,2,0,2,1,5,2,5,5,3,4,3,4,3,5,0,0,0
24606,38143,Female,Loyal Customer,24,Personal Travel,Eco,1249,4,5,4,5,3,4,3,3,3,4,3,3,4,3,10,8,0
24607,101234,Male,Loyal Customer,51,Personal Travel,Eco Plus,1090,3,5,3,5,1,3,1,1,4,5,4,1,5,1,110,126,0
24608,93057,Male,Loyal Customer,51,Business travel,Business,297,3,3,3,3,5,4,5,4,4,4,4,5,4,4,49,34,1
24609,81130,Male,Loyal Customer,10,Personal Travel,Eco,991,3,4,3,5,5,3,5,5,5,2,5,3,4,5,0,0,0
24610,114293,Male,Loyal Customer,30,Personal Travel,Eco,948,1,3,1,4,4,1,4,4,2,1,4,2,4,4,9,16,0
24611,20612,Female,disloyal Customer,23,Business travel,Eco,864,3,3,3,4,3,3,3,3,4,4,4,1,3,3,1,0,0
24612,57321,Female,disloyal Customer,42,Business travel,Business,414,1,0,0,4,3,1,3,3,3,4,4,5,5,3,0,0,0
24613,126507,Male,Loyal Customer,46,Business travel,Business,1972,1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,6,1
24614,55297,Male,Loyal Customer,37,Personal Travel,Eco,1585,1,4,1,1,4,1,4,4,5,2,5,3,4,4,0,0,0
24615,99411,Male,Loyal Customer,49,Business travel,Business,3111,5,5,5,5,5,5,4,4,4,5,4,4,4,3,0,0,1
24616,16508,Male,Loyal Customer,57,Personal Travel,Eco,143,3,5,3,3,1,3,1,1,5,5,4,5,1,1,0,0,0
24617,64487,Female,Loyal Customer,34,Business travel,Business,3293,3,3,3,3,2,5,5,4,4,4,4,5,4,3,1,0,1
24618,62186,Male,disloyal Customer,35,Business travel,Eco,1491,4,4,4,4,4,4,4,4,5,1,1,2,4,4,0,0,0
24619,57818,Male,Loyal Customer,53,Business travel,Business,622,2,2,2,2,3,5,4,5,5,5,5,5,5,3,0,0,1
24620,68742,Female,disloyal Customer,52,Business travel,Business,585,2,2,2,3,2,2,2,2,5,4,5,5,4,2,5,39,0
24621,120795,Male,Loyal Customer,27,Business travel,Business,2916,3,3,3,3,5,5,5,5,5,4,4,3,4,5,0,0,1
24622,44229,Female,Loyal Customer,19,Business travel,Business,359,4,4,5,4,4,4,4,4,2,1,1,2,3,4,0,11,1
24623,93947,Female,Loyal Customer,64,Personal Travel,Eco,507,3,5,3,5,2,5,5,2,2,3,2,5,2,5,65,66,0
24624,106364,Male,Loyal Customer,27,Business travel,Business,3339,1,1,1,1,3,3,3,3,5,2,4,3,5,3,25,15,1
24625,20739,Male,Loyal Customer,43,Business travel,Business,363,2,2,2,2,3,4,1,5,5,5,5,4,5,2,0,23,1
24626,39818,Female,Loyal Customer,49,Business travel,Business,2811,1,1,1,1,5,2,1,5,5,5,5,2,5,4,0,0,1
24627,63052,Female,Loyal Customer,29,Personal Travel,Eco,909,3,4,3,2,4,3,4,4,2,3,4,2,1,4,19,17,0
24628,76733,Male,Loyal Customer,11,Personal Travel,Eco Plus,534,1,4,4,5,3,4,3,3,4,3,5,4,5,3,16,17,0
24629,79553,Female,Loyal Customer,30,Business travel,Business,2773,1,1,1,1,4,4,4,4,4,4,5,4,4,4,65,65,1
24630,87778,Male,Loyal Customer,28,Business travel,Business,2986,1,5,5,5,3,3,1,3,2,4,4,2,3,3,0,0,0
24631,69195,Male,Loyal Customer,60,Business travel,Eco Plus,187,5,2,2,2,5,5,5,5,2,1,1,4,2,5,0,0,1
24632,75934,Male,Loyal Customer,69,Personal Travel,Eco,872,2,4,2,3,3,2,3,3,1,2,1,3,3,3,8,2,0
24633,67534,Female,disloyal Customer,23,Business travel,Eco,1171,3,3,3,3,3,3,3,3,2,2,3,1,4,3,0,0,0
24634,48990,Male,Loyal Customer,40,Business travel,Eco,209,2,4,4,4,2,2,2,2,5,5,4,2,3,2,0,0,1
24635,116787,Male,Loyal Customer,28,Personal Travel,Eco Plus,342,4,4,4,3,1,4,2,1,3,5,3,1,3,1,9,3,0
24636,28699,Male,Loyal Customer,32,Business travel,Eco,2172,3,3,3,3,3,4,3,3,1,4,4,4,1,3,0,0,1
24637,71929,Female,Loyal Customer,42,Business travel,Eco Plus,1846,3,2,2,2,1,4,3,3,3,3,3,3,3,2,10,12,0
24638,112592,Female,Loyal Customer,7,Business travel,Business,2390,1,4,4,4,1,1,1,1,2,3,3,2,2,1,47,30,0
24639,47740,Male,Loyal Customer,47,Personal Travel,Business,834,3,4,3,1,3,1,5,4,4,5,5,5,5,5,214,217,0
24640,90660,Male,Loyal Customer,39,Business travel,Business,581,1,1,1,1,3,4,5,4,4,4,4,5,4,3,38,33,1
24641,94868,Male,disloyal Customer,20,Business travel,Eco,323,2,2,2,4,5,2,3,5,4,5,3,1,3,5,0,1,0
24642,52297,Male,Loyal Customer,72,Business travel,Eco,237,4,2,3,3,4,4,4,4,3,3,3,1,4,4,0,0,0
24643,92338,Male,Loyal Customer,47,Business travel,Business,2486,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0,1
24644,25917,Male,disloyal Customer,26,Business travel,Eco,594,2,0,2,5,2,2,2,2,1,3,3,1,1,2,6,5,0
24645,93855,Male,Loyal Customer,42,Business travel,Business,3242,3,3,3,3,4,4,5,4,4,4,4,5,4,5,21,8,1
24646,117804,Male,disloyal Customer,17,Business travel,Business,328,0,0,0,5,1,0,1,1,5,3,4,4,5,1,0,0,1
24647,69656,Female,Loyal Customer,25,Business travel,Business,569,4,2,2,2,4,4,4,4,2,1,4,2,4,4,0,0,0
24648,34763,Male,disloyal Customer,39,Business travel,Eco,301,2,3,2,2,1,2,1,1,3,4,5,4,1,1,0,0,0
24649,41674,Female,Loyal Customer,52,Business travel,Business,2673,3,3,3,3,1,3,5,5,5,5,5,2,5,4,0,0,1
24650,70357,Male,Loyal Customer,13,Personal Travel,Eco Plus,986,2,5,2,3,4,2,5,4,5,5,4,3,5,4,0,0,0
24651,68473,Male,Loyal Customer,17,Business travel,Business,1303,2,2,2,2,5,5,5,5,3,3,5,5,5,5,0,0,1
24652,15166,Male,Loyal Customer,22,Business travel,Eco,416,5,3,1,3,5,5,5,5,3,3,2,1,4,5,0,0,1
24653,118330,Female,Loyal Customer,30,Business travel,Business,3822,4,5,2,5,4,4,4,2,5,4,3,4,1,4,242,223,0
24654,124808,Female,Loyal Customer,25,Business travel,Business,1648,1,2,2,2,1,1,1,1,1,3,4,1,3,1,70,62,0
24655,61432,Male,Loyal Customer,26,Business travel,Business,2419,1,1,1,1,5,5,5,5,4,3,5,3,4,5,10,2,1
24656,81652,Female,Loyal Customer,41,Business travel,Business,907,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,8,1
24657,43254,Male,Loyal Customer,30,Business travel,Business,1926,4,4,2,4,4,4,4,4,5,5,1,5,3,4,0,0,1
